mgm_bldrgst_pk,sigungu_cd,bjdong_cd,plat_gb_cd,bun,ji,dong_nm,t_unit
11590-5105,11590,10700,0,0105,0000,405동,4397
11590-5106,11590,10700,0,0105,0000,404동,4397
11590-5107,11590,10700,0,0105,0000,403동,4397
11590-5108,11590,10700,0,0105,0000,402동,4397
11590-5109,11590,10700,0,0105,0000,306동,4397
11590-5110,11590,10700,0,0105,0000,305동,4397
11590-5111,11590,10700,0,0105,0000,304동,4397
11590-5112,11590,10700,0,0105,0000,303동,4397
11590-5113,11590,10700,0,0105,0000,302동,4397
11590-5114,11590,10700,0,0105,0000,301동,4397
11590-5115,11590,10700,0,0105,0000,208동,4397
11590-5116,11590,10700,0,0105,0000,207동,4397
11590-5117,11590,10700,0,0105,0000,206동,4397
11590-5118,11590,10700,0,0105,0000,205동,4397
11590-5119,11590,10700,0,0105,0000,204동,4397
11590-5120,11590,10700,0,0105,0000,203동,4397
11590-5121,11590,10700,0,0105,0000,202동,4397
11590-5122,11590,10700,0,0105,0000,201동,4397
11350-1637,11350,10200,0,0556,0000,206동,4300
11350-1638,11350,10200,0,0556,0000,106동,4300
11350-1641,11350,10200,0,0556,0000,108동,4300
11350-1642,11350,10200,0,0556,0000,107동,4300
11350-1643,11350,10200,0,0556,0000,105동,4300
11350-1644,11350,10200,0,0556,0000,104동,4300
11350-1645,11350,10200,0,0556,0000,103동,4300
11350-1646,11350,10200,0,0556,0000,102동,4300
11350-1647,11350,10200,0,0556,0000,101동,4300
11350-1648,11350,10200,0,0556,0000,216동,4300
11350-1649,11350,10200,0,0556,0000,215동,4300
11350-1650,11350,10200,0,0556,0000,214동,4300
11350-1651,11350,10200,0,0556,0000,213동,4300
11350-1652,11350,10200,0,0556,0000,212동,4300
11350-1653,11350,10200,0,0556,0000,211동,4300
11350-1654,11350,10200,0,0556,0000,210동,4300
11350-1655,11350,10200,0,0556,0000,209동,4300
11350-1656,11350,10200,0,0556,0000,208동,4300
11350-1657,11350,10200,0,0556,0000,207동,4300
11350-1658,11350,10200,0,0556,0000,205동,4300
11350-1659,11350,10200,0,0556,0000,204동,4300
11350-1660,11350,10200,0,0556,0000,203동,4300
11350-1661,11350,10200,0,0556,0000,202동,4300
11350-1662,11350,10200,0,0556,0000,201동,4300
11410-100216843,11410,12000,0,0385,0000,218동,4300
11410-100216960,11410,12000,0,0385,0000,401동,4300
11410-100217021,11410,12000,0,0385,0000,221동,4300
11410-100217102,11410,12000,0,0385,0000,402동,4300
11410-100217121,11410,12000,0,0385,0000,403동,4300
11410-100217140,11410,12000,0,0385,0000,219동,4300
11410-100217251,11410,12000,0,0385,0000,404동,4300
11410-100217270,11410,12000,0,0385,0000,501동,4300
11410-100217334,11410,12000,0,0385,0000,301동,4300
11410-100217578,11410,12000,0,0385,0000,302동,4300
11410-100217642,11410,12000,0,0385,0000,303동,4300
11410-100217720,11410,12000,0,0385,0000,220동,4300
11410-100217817,11410,12000,0,0385,0000,304동,4300
11410-100217848,11410,12000,0,0385,0000,217동,4300
11410-100217925,11410,12000,0,0385,0000,305동,4300
11410-100217963,11410,12000,0,0385,0000,120동,4300
11410-100218022,11410,12000,0,0385,0000,203동,4300
11410-100218083,11410,12000,0,0385,0000,110동,4300
11410-100218132,11410,12000,0,0385,0000,127동,4300
11410-100218217,11410,12000,0,0385,0000,215동,4300
11410-100218306,11410,12000,0,0385,0000,102동,4300
11410-100218367,11410,12000,0,0385,0000,121동,4300
11410-100218424,11410,12000,0,0385,0000,204동,4300
11410-100218495,11410,12000,0,0385,0000,103동,4300
11410-100218576,11410,12000,0,0385,0000,115동,4300
11410-100218635,11410,12000,0,0385,0000,122동,4300
11410-100218684,11410,12000,0,0385,0000,128동,4300
11410-100218741,11410,12000,0,0385,0000,116동,4300
11410-100218790,11410,12000,0,0385,0000,205동,4300
11410-100218861,11410,12000,0,0385,0000,216동,4300
11410-100218942,11410,12000,0,0385,0000,123동,4300
11410-100219063,11410,12000,0,0385,0000,129동,4300
11410-100219176,11410,12000,0,0385,0000,117동,4300
11410-100219297,11410,12000,0,0385,0000,206동,4300
11410-100219330,11410,12000,0,0385,0000,111동,4300
11410-100219421,11410,12000,0,0385,0000,207동,4300
11410-100219454,11410,12000,0,0385,0000,104동,4300
11410-100219491,11410,12000,0,0385,0000,124동,4300
11410-100219645,11410,12000,0,0385,0000,208동,4300
11410-100219678,11410,12000,0,0385,0000,105동,4300
11410-100219703,11410,12000,0,0385,0000,118동,4300
11410-100219859,11410,12000,0,0385,0000,130동,4300
11410-100219956,11410,12000,0,0385,0000,209동,4300
11410-100219989,11410,12000,0,0385,0000,106동,4300
11410-100220042,11410,12000,0,0385,0000,112동,4300
11410-100220139,11410,12000,0,0385,0000,210동,4300
11410-100220172,11410,12000,0,0385,0000,211동,4300
11410-100220205,11410,12000,0,0385,0000,107동,4300
11410-100220270,11410,12000,0,0385,0000,201동,4300
11410-100220411,11410,12000,0,0385,0000,212동,4300
11410-100220488,11410,12000,0,0385,0000,125동,4300
11410-100220611,11410,12000,0,0385,0000,108동,4300
11410-100220676,11410,12000,0,0385,0000,113동,4300
11410-100220773,11410,12000,0,0385,0000,119동,4300
11410-100220891,11410,12000,0,0385,0000,213동,4300
11410-100220928,11410,12000,0,0385,0000,214동,4300
11410-100221021,11410,12000,0,0385,0000,101동,4300
11410-100221102,11410,12000,0,0385,0000,109동,4300
11410-100221167,11410,12000,0,0385,0000,114동,4300
11410-100221258,11410,12000,0,0385,0000,126동,4300
11410-100221319,11410,12000,0,0385,0000,202동,4300
11680-912,11680,10300,0,0012,0000,302,4199
11680-913,11680,10300,0,0012,0000,219,4199
11680-914,11680,10300,0,0012,0000,218,4199
11680-915,11680,10300,0,0012,0000,217,4199
11680-916,11680,10300,0,0012,0000,216,4199
11680-917,11680,10300,0,0012,0000,215,4199
11680-918,11680,10300,0,0012,0000,214,4199
11680-919,11680,10300,0,0012,0000,213,4199
11680-920,11680,10300,0,0012,0000,211,4199
11680-921,11680,10300,0,0012,0000,210,4199
11680-922,11680,10300,0,0012,0000,209,4199
11680-923,11680,10300,0,0012,0000,107,4199
11680-924,11680,10300,0,0012,0000,106,4199
11680-926,11680,10300,0,0012,0000,108,4199
11680-927,11680,10300,0,0012,0000,305,4199
11680-928,11680,10300,0,0012,0000,301,4199
11680-929,11680,10300,0,0012,0000,212,4199
11680-930,11680,10300,0,0012,0000,103,4199
11680-931,11680,10300,0,0012,0000,102,4199
11680-932,11680,10300,0,0012,0000,101,4199
11680-933,11680,10300,0,0012,0000,105,4199
11680-934,11680,10300,0,0012,0000,104,4199
11680-935,11680,10300,0,0012,0000,303,4199
11680-936,11680,10300,0,0012,0000,304,4199
11680-937,11680,10300,0,0012,0000,306,4199
11530-100192937,11530,11100,2,0000,0000,207동,3975
11530-100192986,11530,11100,2,0000,0000,208동,3975
11530-100193039,11530,11100,2,0000,0000,209동,3975
11530-100193084,11530,11100,2,0000,0000,201동,3975
11530-100193129,11530,11100,2,0000,0000,202동,3975
11530-100193260,11530,11100,2,0000,0000,203동,3975
11530-100193345,11530,11100,2,0000,0000,204동,3975
11530-100193370,11530,11100,2,0000,0000,205동,3975
11530-100193423,11530,11100,2,0000,0000,206동,3975
11530-100193537,11530,11100,2,0000,0000,611동,3975
11530-100193596,11530,11100,2,0000,0000,612동,3975
11530-100193655,11530,11100,2,0000,0000,613동,3975
11530-100193738,11530,11100,2,0000,0000,601동,3975
11530-100193797,11530,11100,2,0000,0000,614동,3975
11530-100193852,11530,11100,2,0000,0000,602동,3975
11530-100193926,11530,11100,2,0000,0000,603동,3975
11530-100193985,11530,11100,2,0000,0000,604동,3975
11530-100194044,11530,11100,2,0000,0000,605동,3975
11530-100194101,11530,11100,2,0000,0000,606동,3975
11530-100194122,11530,11100,2,0000,0000,607동,3975
11530-100194143,11530,11100,2,0000,0000,608동,3975
11530-100194164,11530,11100,2,0000,0000,609동,3975
11530-100194185,11530,11100,2,0000,0000,610동,3975
11530-100194979,11530,11100,2,0000,0000,508동,3975
11530-100195060,11530,11100,2,0000,0000,501동,3975
11530-100195125,11530,11100,2,0000,0000,502동,3975
11530-100195202,11530,11100,2,0000,0000,503동,3975
11530-100195279,11530,11100,2,0000,0000,504동,3975
11530-100195364,11530,11100,2,0000,0000,505동,3975
11530-100195421,11530,11100,2,0000,0000,506동,3975
11530-100195470,11530,11100,2,0000,0000,507동,3975
11530-100195654,11530,11100,2,0000,0000,405동,3975
11530-100195717,11530,11100,2,0000,0000,406동,3975
11530-100195750,11530,11100,2,0000,0000,407동,3975
11530-100195807,11530,11100,2,0000,0000,408동,3975
11530-100195864,11530,11100,2,0000,0000,409동,3975
11530-100195881,11530,11100,2,0000,0000,410동,3975
11530-100195898,11530,11100,2,0000,0000,411동,3975
11530-100195915,11530,11100,2,0000,0000,401동,3975
11530-100195975,11530,11100,2,0000,0000,402동,3975
11530-100196032,11530,11100,2,0000,0000,403동,3975
11530-100196089,11530,11100,2,0000,0000,404동,3975
11530-100197961,11530,11100,2,0000,0000,101동,3975
11530-100198002,11530,11100,2,0000,0000,102동,3975
11530-100198049,11530,11100,2,0000,0000,103동,3975
11530-100198100,11530,11100,2,0000,0000,104동,3975
11530-100198161,11530,11100,2,0000,0000,105동,3975
11530-100198228,11530,11100,2,0000,0000,106동,3975
11530-100198296,11530,11100,2,0000,0000,301동,3975
11530-100198357,11530,11100,2,0000,0000,308동,3975
11530-100198534,11530,11100,2,0000,0000,302동,3975
11530-100198605,11530,11100,2,0000,0000,303동,3975
11530-100198684,11530,11100,2,0000,0000,304동,3975
11530-100198753,11530,11100,2,0000,0000,309동,3975
11530-100198812,11530,11100,2,0000,0000,310동,3975
11530-100198873,11530,11100,2,0000,0000,305동,3975
11530-100198938,11530,11100,2,0000,0000,311동,3975
11530-100198999,11530,11100,2,0000,0000,306동,3975
11530-100199124,11530,11100,2,0000,0000,312동,3975
11530-100199177,11530,11100,2,0000,0000,313동,3975
11530-100199220,11530,11100,2,0000,0000,307동,3975
11530-100206441,11530,11100,2,0000,0000,101동,3975
11530-100206453,11530,11100,2,0000,0000,102동,3975
11530-100206462,11530,11100,2,0000,0000,103동,3975
11530-100207402,11530,11100,2,0000,0000,107동,3975
11530-100207411,11530,11100,2,0000,0000,106동,3975
11530-100207420,11530,11100,2,0000,0000,105동,3975
11530-100207429,11530,11100,2,0000,0000,104동,3975
11530-100209153,11530,11100,2,0000,0000,108,3975
11530-100209162,11530,11100,2,0000,0000,109,3975
11530-100209171,11530,11100,2,0000,0000,110,3975
11530-100209180,11530,11100,2,0000,0000,111,3975
11530-100235913,11530,11100,2,0000,0000,101동,3975
11530-100236113,11530,11100,2,0000,0000,201동,3975
11350-1580,11350,10200,0,0013,0000,23동,3930
11350-1581,11350,10200,0,0013,0000,12동,3930
11350-1582,11350,10200,0,0013,0000,2동,3930
11350-1584,11350,10200,0,0013,0000,32동,3930
11350-1585,11350,10200,0,0013,0000,31동,3930
11350-1586,11350,10200,0,0013,0000,30동,3930
11350-1587,11350,10200,0,0013,0000,29동,3930
11350-1588,11350,10200,0,0013,0000,28동,3930
11350-1589,11350,10200,0,0013,0000,27동,3930
11350-1590,11350,10200,0,0013,0000,26동,3930
11350-1591,11350,10200,0,0013,0000,25동,3930
11350-1592,11350,10200,0,0013,0000,24동,3930
11350-1593,11350,10200,0,0013,0000,22동,3930
11350-1594,11350,10200,0,0013,0000,21동,3930
11350-1595,11350,10200,0,0013,0000,20동,3930
11350-1596,11350,10200,0,0013,0000,19동,3930
11350-1597,11350,10200,0,0013,0000,18동,3930
11350-1598,11350,10200,0,0013,0000,17동,3930
11350-1599,11350,10200,0,0013,0000,16동,3930
11350-1600,11350,10200,0,0013,0000,15동,3930
11350-1601,11350,10200,0,0013,0000,14동,3930
11350-1602,11350,10200,0,0013,0000,13동,3930
11350-1603,11350,10200,0,0013,0000,11동,3930
11350-1604,11350,10200,0,0013,0000,10동,3930
11350-1605,11350,10200,0,0013,0000,9동,3930
11350-1606,11350,10200,0,0013,0000,8동,3930
11350-1607,11350,10200,0,0013,0000,7동,3930
11350-1608,11350,10200,0,0013,0000,6동,3930
11350-1609,11350,10200,0,0013,0000,5동,3930
11350-1610,11350,10200,0,0013,0000,4동,3930
11350-1611,11350,10200,0,0013,0000,3동,3930
11350-1612,11350,10200,0,0013,0000,1동,3930
11710-1787,11710,10100,0,0027,0000,501동,3930
11710-1788,11710,10100,0,0027,0000,520동,3930
11710-1789,11710,10100,0,0027,0000,529동,3930
11710-1790,11710,10100,0,0027,0000,509동,3930
11710-1791,11710,10100,0,0027,0000,526동,3930
11710-1792,11710,10100,0,0027,0000,517동,3930
11710-1793,11710,10100,0,0027,0000,508동,3930
11710-1794,11710,10100,0,0027,0000,504동,3930
11710-1795,11710,10100,0,0027,0000,524동,3930
11710-1796,11710,10100,0,0027,0000,515동,3930
11710-1797,11710,10100,0,0027,0000,505동,3930
11710-1798,11710,10100,0,0027,0000,503동,3930
11710-1799,11710,10100,0,0027,0000,502동,3930
11710-1800,11710,10100,0,0027,0000,513동,3930
11710-1801,11710,10100,0,0027,0000,512동,3930
11710-1802,11710,10100,0,0027,0000,511동,3930
11710-1803,11710,10100,0,0027,0000,510동,3930
11710-1804,11710,10100,0,0027,0000,507동,3930
11710-1805,11710,10100,0,0027,0000,506동,3930
11710-1806,11710,10100,0,0027,0000,514동,3930
11710-1807,11710,10100,0,0027,0000,522동,3930
11710-1808,11710,10100,0,0027,0000,521동,3930
11710-1809,11710,10100,0,0027,0000,519동,3930
11710-1810,11710,10100,0,0027,0000,518동,3930
11710-1811,11710,10100,0,0027,0000,516동,3930
11710-1812,11710,10100,0,0027,0000,523동,3930
11710-1813,11710,10100,0,0027,0000,530동,3930
11710-1815,11710,10100,0,0027,0000,528동,3930
11710-1816,11710,10100,0,0027,0000,527동,3930
11710-1817,11710,10100,0,0027,0000,525동,3930
11440-100227335,11440,10100,0,0777,0000,412동,3885
11440-100227445,11440,10100,0,0777,0000,303동,3885
11440-100227537,11440,10100,0,0777,0000,309동,3885
11440-100227600,11440,10100,0,0777,0000,405동,3885
11440-100227691,11440,10100,0,0777,0000,209동,3885
11440-100227740,11440,10100,0,0777,0000,310동,3885
11440-100227795,11440,10100,0,0777,0000,413동,3885
11440-100227908,11440,10100,0,0777,0000,304동,3885
11440-100227998,11440,10100,0,0777,0000,401동,3885
11440-100228065,11440,10100,0,0777,0000,406동,3885
11440-100228120,11440,10100,0,0777,0000,210동,3885
11440-100228244,11440,10100,0,0777,0000,305동,3885
11440-100228322,11440,10100,0,0777,0000,402동,3885
11440-100228463,11440,10100,0,0777,0000,407동,3885
11440-100228510,11440,10100,0,0777,0000,414동,3885
11440-100228534,11440,10100,0,0777,0000,408동,3885
11440-100228641,11440,10100,0,0777,0000,T201동,3885
11440-100228644,11440,10100,0,0777,0000,T202동,3885
11440-100228647,11440,10100,0,0777,0000,T203동,3885
11440-100228654,11440,10100,0,0777,0000,T301동,3885
11440-100228657,11440,10100,0,0777,0000,T302동,3885
11440-100228659,11440,10100,0,0777,0000,T401동,3885
11440-100228664,11440,10100,0,0777,0000,211동,3885
11440-100228713,11440,10100,0,0777,0000,306동,3885
11440-100228850,11440,10100,0,0777,0000,T402동,3885
11440-100228942,11440,10100,0,0777,0000,212동,3885
11440-100229056,11440,10100,0,0777,0000,403동,3885
11440-100229205,11440,10100,0,0777,0000,409동,3885
11440-100229252,11440,10100,0,0777,0000,410동,3885
11440-100229377,11440,10100,0,0777,0000,307동,3885
11440-100229466,11440,10100,0,0777,0000,301동,3885
11440-100229537,11440,10100,0,0777,0000,308동,3885
11440-100229626,11440,10100,0,0777,0000,404동,3885
11440-100229743,11440,10100,0,0777,0000,411동,3885
11440-100229790,11440,10100,0,0777,0000,302동,3885
11440-100229893,11440,10100,0,0777,0000,204동,3885
11440-100229954,11440,10100,0,0777,0000,107동,3885
11440-100230034,11440,10100,0,0777,0000,205동,3885
11440-100230101,11440,10100,0,0777,0000,101동,3885
11440-100230243,11440,10100,0,0777,0000,108동,3885
11440-100230325,11440,10100,0,0777,0000,206동,3885
11440-100230368,11440,10100,0,0777,0000,207동,3885
11440-100230417,11440,10100,0,0777,0000,102동,3885
11440-100230503,11440,10100,0,0777,0000,201동,3885
11440-100230731,11440,10100,0,0777,0000,208동,3885
11440-100230851,11440,10100,0,0777,0000,103동,3885
11440-100230941,11440,10100,0,0777,0000,104동,3885
11440-100231021,11440,10100,0,0777,0000,202동,3885
11440-100231099,11440,10100,0,0777,0000,105동,3885
11440-100231184,11440,10100,0,0777,0000,203동,3885
11440-100231275,11440,10100,0,0777,0000,106동,3885
11305-14402,11305,10100,0,1353,0000,101동,3830
11305-14403,11305,10100,0,1353,0000,102동,3830
11305-14404,11305,10100,0,1353,0000,103동,3830
11305-14405,11305,10100,0,1353,0000,104동,3830
11305-14406,11305,10100,0,1353,0000,106동,3830
11305-14407,11305,10100,0,1353,0000,108동,3830
11305-14416,11305,10100,0,1353,0000,143동,3830
11305-14417,11305,10100,0,1353,0000,142동,3830
11305-14418,11305,10100,0,1353,0000,141동,3830
11305-14419,11305,10100,0,1353,0000,140동,3830
11305-14420,11305,10100,0,1353,0000,114동,3830
11305-14421,11305,10100,0,1353,0000,112동,3830
11305-14422,11305,10100,0,1353,0000,111동,3830
11305-14423,11305,10100,0,1353,0000,110동,3830
11305-14424,11305,10100,0,1353,0000,109동,3830
11305-14430,11305,10100,0,1353,0000,147동,3830
11305-14431,11305,10100,0,1353,0000,146동,3830
11305-14432,11305,10100,0,1353,0000,145동,3830
11305-14433,11305,10100,0,1353,0000,144동,3830
11305-14434,11305,10100,0,1353,0000,121동,3830
11305-14435,11305,10100,0,1353,0000,120동,3830
11305-14436,11305,10100,0,1353,0000,119동,3830
11305-14437,11305,10100,0,1353,0000,118동,3830
11305-14438,11305,10100,0,1353,0000,117동,3830
11305-14439,11305,10100,0,1353,0000,116동,3830
11305-14440,11305,10100,0,1353,0000,115동,3830
11305-14443,11305,10100,0,1353,0000,139동,3830
11305-14444,11305,10100,0,1353,0000,126동,3830
11305-14445,11305,10100,0,1353,0000,113동,3830
11305-14491,11305,10100,0,1353,0000,138동,3830
11305-14492,11305,10100,0,1353,0000,137동,3830
11305-14493,11305,10100,0,1353,0000,136동,3830
11305-14494,11305,10100,0,1353,0000,135동,3830
11305-14495,11305,10100,0,1353,0000,134동,3830
11305-14496,11305,10100,0,1353,0000,133동,3830
11305-14497,11305,10100,0,1353,0000,132동,3830
11305-14498,11305,10100,0,1353,0000,131동,3830
11305-14499,11305,10100,0,1353,0000,130동,3830
11305-14500,11305,10100,0,1353,0000,129동,3830
11305-14501,11305,10100,0,1353,0000,128동,3830
11305-14502,11305,10100,0,1353,0000,127동,3830
11305-14503,11305,10100,0,1353,0000,125동,3830
11305-14504,11305,10100,0,1353,0000,124동,3830
11305-14505,11305,10100,0,1353,0000,123동,3830
11305-14506,11305,10100,0,1353,0000,122동,3830
11305-14507,11305,10100,0,1353,0000,107동,3830
11305-14508,11305,10100,0,1353,0000,105동,3830
11440-32371,11440,12500,0,0446,0000,10동,3710
11440-32372,11440,12500,0,0446,0000,14동,3710
11440-32373,11440,12500,0,0446,0000,16동,3710
11440-32374,11440,12500,0,0446,0000,18동,3710
11440-32375,11440,12500,0,0446,0000,1동,3710
11440-32376,11440,12500,0,0446,0000,21동,3710
11440-32377,11440,12500,0,0446,0000,2동,3710
11440-32378,11440,12500,0,0446,0000,29동,3710
11440-32379,11440,12500,0,0446,0000,28동,3710
11440-32380,11440,12500,0,0446,0000,27동,3710
